"isolate.id" "sseqid" "pident" "qcovs" "length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "overrule" "sample.id" "medium" "temp" "oxygen" "relab"
"47" "35.27F" "cac497501d1893a4a351c5ded81e2adc" 100 39 435 0 0 342 776 1 435 0 804 0 "D3" "mrs" 25 "aerobic" 0.752941176470588
"48" "36.27F" "a024e61a9c9af995832ad2f9d7b69be9" 100 39 435 0 0 317 751 1 435 0 804 0 "C5" "coryne" 25 "aerobic" 0.0519662921348315
"50" "4.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A2" "tsa" 25 "aerobic" 0.0327206624924258
"51" "6.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A3" "tsa" 25 "aerobic" 0.483221476510067
"52" "7.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 39 435 0 0 304 738 1 435 0 804 0 "A4" "nutrient" 25 "aerobic" 0.0507602862254025
"53" "8.27F" "6294929bd61a09b932614f93a4745198" 100 40 435 0 0 309 743 1 435 0 804 0 "A4" "nutrient" 25 "aerobic" 0.0201252236135957
"54" "9.27F" "a024e61a9c9af995832ad2f9d7b69be9" 100 39 435 0 0 319 753 1 435 0 804 0 "A4" "nutrient" 25 "aerobic" 0.176654740608229
"55" "AAB_002.27F" "96445e4469281076be5c6c8b4fabd761" 100 37 415 0 0 299 713 1 415 0 767 0 "A1" "columbia" 37 "anaerobic" 0
"56" "AAB_003.27F" "1246fffc244c74ee317844af59a95554" 100 39 436 0 0 295 730 1 436 0 806 0 "A1" "columbia" 37 "anaerobic" 0.048312108348494
"57" "AAB_004.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 39 435 0 0 313 747 1 435 0 804 0 "A1" "columbia" 37 "anaerobic" 0.0339599757428745
"58" "AAB_005.27F" "af491ecaf06a98493263b40b0ab16679" 100 38 435 0 0 308 742 1 435 0 804 0 "A1" "columbia" 37 "anaerobic" 0.0535678188801294
"59" "AAB_006.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 37 435 0 0 319 753 1 435 0 804 0 "A1" "columbia" 37 "anaerobic" 0.00485142510612492
"60" "AAB_008.27F" "ebb106f993f344af687c0dd8bc2ef223" 88.303 42 436 51 0 384 819 1 436 1.22e-149 523 0 "B3" "columbia" 37 "anaerobic" 0
"61" "AAB_009.27F" "43eefb8ba8a7eac60088cbdd8e51380c" 98.391 37 435 7 0 313 747 1 435 0 765 0 "B3" "columbia" 37 "anaerobic" 0
"62" "AAB_011.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 37 435 0 0 312 746 1 435 0 804 0 "B4" "columbia" 37 "anaerobic" 0.0125473484848485
"63" "AAB_012.27F" "1246fffc244c74ee317844af59a95554" 96.339 58 437 14 2 309 744 1 436 0 717 0 "B5" "columbia" 37 "anaerobic" 0
"64" "AAB_014.27F" "a3750812d0075ad564da5386c9d753e9" 100 38 436 0 0 311 746 1 436 0 806 0 "B5" "columbia" 37 "anaerobic" 0
"65" "AAB_015.27F" "4e170e518872b0d06f9d8370cc1a069c" 99.771 40 436 1 0 311 746 1 436 0 800 0 "B5" "columbia" 37 "anaerobic" 0
"66" "AAB_016.27F" "7cac62d46d0f738d04ac197e55ab15ef" 100 57 363 0 0 276 638 1 363 0 671 0 "B5" "columbia" 37 "anaerobic" 0
"67" "AAB_017.27F" "1246fffc244c74ee317844af59a95554" 100 37 436 0 0 311 746 1 436 0 806 0 "B5" "columbia" 37 "anaerobic" 0
"68" "AAB_018.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 436 0 0 313 748 1 436 0 806 0 "C2" "columbia" 37 "anaerobic" NA
"69" "AAB_019.27F" "1246fffc244c74ee317844af59a95554" 97.254 37 437 10 2 316 751 1 436 0 739 0 "C2" "columbia" 37 "anaerobic" NA
"70" "AAB_020.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 39 436 0 0 314 749 1 436 0 806 0 "C2" "columbia" 37 "anaerobic" NA
"71" "AAB_021.27F" "1246fffc244c74ee317844af59a95554" 100 40 436 0 0 313 748 1 436 0 806 0 "C2" "columbia" 37 "anaerobic" NA
"72" "AAB_023.27F" "1246fffc244c74ee317844af59a95554" 100 39 436 0 0 311 746 1 436 0 806 0 "C2" "columbia" 37 "anaerobic" NA
"73" "AAB_024.27F" "a3750812d0075ad564da5386c9d753e9" 100 38 436 0 0 303 738 1 436 0 806 0 "C3" "columbia" 37 "anaerobic" 0.000853242320819113
"74" "AAB_025.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 39 436 0 0 306 741 1 436 0 806 0 "C3" "columbia" 37 "anaerobic" 0.00255972696245734
"75" "AAB_028.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 206 0 0 305 510 1 206 3.75e-107 381 0 "C3" "columbia" 37 "anaerobic" 0.000853242320819113
"76" "AAB_031.27F" "1246fffc244c74ee317844af59a95554" 100 40 436 0 0 315 750 1 436 0 806 0 "C4" "columbia" 37 "anaerobic" NA
"77" "AAB_032.27F" "ecfe0a6fb8cd10fafa7fc4e5ab4140b5" 94.931 41 434 22 0 291 724 1 434 0 680 0 "C4" "columbia" 37 "anaerobic" NA
"78" "AAB_034.27F" "79c11b1bca02b911edf3a4f918e4ee33" 95.385 41 455 16 3 293 744 1 453 0 719 0 "C4" "columbia" 37 "anaerobic" NA
"79" "AAB_035.27F" "f04ede14e4d3c5d56b0532fa456e0857" 99.54 37 435 2 0 308 742 1 435 0 793 0 "C4" "columbia" 37 "anaerobic" NA
"80" "AAB_036.27F" "188511c76a1813bf06ac6085a7f45d82" 95.423 39 437 16 4 327 761 1 435 0 693 0 "C4" "columbia" 37 "anaerobic" NA
"81" "AAB_037.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 99.771 39 436 1 0 313 748 1 436 0 800 0 "C6" "columbia" 37 "anaerobic" 0
"82" "AAB_038.27F" "1246fffc244c74ee317844af59a95554" 100 39 436 0 0 309 744 1 436 0 806 0 "C6" "columbia" 37 "anaerobic" 0
"83" "AAB_039.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 311 745 1 435 0 804 0 "C6" "columbia" 37 "anaerobic" 0.519691780821918
"84" "AAB_040.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 312 746 1 435 0 804 0 "C6" "columbia" 37 "anaerobic" 0.519691780821918
"85" "AABH_001.27F" "96445e4469281076be5c6c8b4fabd761" 100 38 415 0 0 303 717 1 415 0 767 0 "A1" "bhi" 37 "anaerobic" 0
"86" "AABH_002.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 313 747 1 435 0 804 0 "A1" "bhi" 37 "anaerobic" 0.0339599757428745
"87" "AABH_004.27F" "fb8ce3713477c9e0ba40de144aea398f" 98.851 41 435 5 0 327 761 1 435 0 776 0 "A1" "bhi" 37 "anaerobic" 0
"88" "AABH_006.27F" "62821cd703e9d3df6ade0ab9a3059406" 94.47 40 434 24 0 314 747 1 434 0 669 0 "B3" "bhi" 37 "anaerobic" 0
"89" "AABH_007.27F" "96445e4469281076be5c6c8b4fabd761" 99.759 37 415 1 0 300 714 1 415 0 761 0 "B4" "bhi" 37 "anaerobic" 0
"90" "AABH_008.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "B4" "bhi" 37 "anaerobic" 0.0125473484848485
"91" "AABH_011.27F" "a3750812d0075ad564da5386c9d753e9" 100 43 436 0 0 309 744 1 436 0 806 0 "C3" "bhi" 37 "anaerobic" 0.000853242320819113
"92" "AABH_012.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 436 0 0 314 749 1 436 0 806 0 "C3" "bhi" 37 "anaerobic" 0.000853242320819113
"93" "AABH_014.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 315 749 1 435 0 804 0 "C7" "bhi" 37 "anaerobic" NA
"94" "AABH_015.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 317 751 1 435 0 804 0 "C7" "bhi" 37 "anaerobic" NA
"95" "AAPC_001.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 35 410 0 0 275 684 1 410 0 758 0 "A6" "pca" 37 "anaerobic" 0
"96" "AAPC_002.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 35 410 0 0 275 684 1 410 0 758 0 "A6" "pca" 37 "anaerobic" 0
"97" "AAPC_003.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 37 410 0 0 274 683 1 410 0 758 0 "A6" "pca" 37 "anaerobic" 0
"98" "AAPC_004.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 37 410 0 0 273 682 1 410 0 758 0 "B1" "pca" 37 "anaerobic" NA
"99" "AAPC_005.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 36 410 0 0 274 683 1 410 0 758 0 "B1" "pca" 37 "anaerobic" NA
"100" "AAPC_006.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 37 410 0 0 272 681 1 410 0 758 0 "B1" "pca" 37 "anaerobic" NA
"101" "AAPC_007.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 313 747 1 435 0 804 0 "B1" "pca" 37 "anaerobic" NA
"102" "AAPC_008.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 35 410 0 0 272 681 1 410 0 758 0 "B1" "pca" 37 "anaerobic" NA
"103" "AAPC_009.27F" "79c11b1bca02b911edf3a4f918e4ee33" 95.385 40 455 16 3 295 746 1 453 0 719 0 "B1" "pca" 37 "anaerobic" NA
"104" "AAPC_010.27F" "a3750812d0075ad564da5386c9d753e9" 100 37 436 0 0 312 747 1 436 0 806 0 "B3" "pca" 37 "anaerobic" 0
"105" "AAPC_011.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 436 0 0 310 745 1 436 0 806 0 "B3" "pca" 37 "anaerobic" 0
"106" "AAPC_012.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 37 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.308475378787879
"107" "AAPC_013.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 35 410 0 0 275 684 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.308475378787879
"108" "AAPC_014.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 37 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.154356060606061
"109" "AAPC_015.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 311 745 1 435 0 804 0 "B4" "pca" 37 "anaerobic" 0.0125473484848485
"110" "AAPC_016.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 36 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.154356060606061
"111" "AAPC_017.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 99.312 45 436 3 0 316 751 1 436 0 789 0 "B4" "pca" 37 "anaerobic" 0
"112" "AAPC_019.27F" "a3750812d0075ad564da5386c9d753e9" 100 39 436 0 0 308 743 1 436 0 806 0 "B5" "pca" 37 "anaerobic" 0
"113" "AAPC_020.27F" "1246fffc244c74ee317844af59a95554" 100 39 436 0 0 312 747 1 436 0 806 0 "B5" "pca" 37 "anaerobic" 0
"114" "AAPC_021.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 38 436 0 0 311 746 1 436 0 806 0 "B5" "pca" 37 "anaerobic" 0
"115" "AAPC_023.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 38 435 0 0 301 735 1 435 0 804 0 "B6" "pca" 37 "anaerobic" 0.00704753336332284
"116" "AAPC_027.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 99.771 41 437 0 1 312 748 1 436 0 800 0 "C3" "pca" 37 "anaerobic" 0.00255972696245734
"117" "AAPC_029.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 38 436 0 0 312 747 1 436 0 806 0 "C4" "pca" 37 "anaerobic" NA
"118" "AAPC_030.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 40 436 0 0 307 742 1 436 0 806 0 "C4" "pca" 37 "anaerobic" NA
"119" "AAPC_032.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "C6" "pca" 37 "anaerobic" 0.519691780821918
"120" "AAPC_033.27F" "4e170e518872b0d06f9d8370cc1a069c" 99.771 45 436 1 0 315 750 1 436 0 800 0 "C6" "pca" 37 "anaerobic" 0
"121" "AAPC_034.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 314 748 1 435 0 804 0 "C7" "pca" 37 "anaerobic" NA
"122" "AAPC_035.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 315 749 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.0339599757428745
"123" "AAPC_036.27F" "79c11b1bca02b911edf3a4f918e4ee33" 99.779 42 453 1 0 299 751 1 453 0 832 0 "A1" "pca" 37 "anaerobic" 0
"124" "AAPC_037.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 326 760 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0
"125" "AAPC_038.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 38 435 0 0 320 754 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.00485142510612492
"126" "AAPC_039.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 41 435 0 0 317 751 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.0339599757428745
"127" "AAPC_040.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 37 435 0 0 315 749 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.0339599757428745
"128" "AAVR_005.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 99.77 51 435 1 0 300 734 1 435 0 798 0 "B6" "vrbd" 37 "anaerobic" 0.00704753336332284
"129" "AAVR_006.27F" "4e85420ca036b02352c410d07546f5bc" 100 38 435 0 0 302 736 1 435 0 804 0 "D2" "vrbd" 37 "anaerobic" 0
"130" "AAVR_008.27F" "fb9c8110e5dd9ea6c53f0075f6464f4d" 100 37 410 0 0 270 679 1 410 0 758 0 "D2" "vrbd" 37 "anaerobic" 0
"131" "AAVR_010.27F" "804d5184a285f4498e38c2eb43de63d6" 99.542 54 437 1 1 298 734 1 436 0 795 0 "D4" "vrbd" 37 "anaerobic" 0.00351493848857645
"132" "AAVR_011.27F" "ed7dc2f1bfe51e2a414b0b5c6d6369f4" 99.77 46 435 1 0 304 738 1 435 0 798 0 "D4" "vrbd" 37 "anaerobic" 0
"133" "AAVR_012.27F" "5397cf19dbe23d4b7ea55e91901f6899" 100 42 435 0 0 305 739 1 435 0 804 0 "D4" "vrbd" 37 "anaerobic" 0
"134" "AAVR_013.27F" "7a402ab25789a94dad0290300047ae1b" 100 37 435 0 0 301 735 1 435 0 804 0 "D4" "vrbd" 37 "anaerobic" 0
"135" "AAVR_015.27F" "26e5d23c8ad66f52538c3c752e3b6466" 100 38 435 0 0 304 738 1 435 0 804 0 "D7" "vrbd" 37 "anaerobic" 0
"136" "AAVR_016.27F" "26e5d23c8ad66f52538c3c752e3b6466" 100 41 435 0 0 305 739 1 435 0 804 0 "D7" "vrbd" 37 "anaerobic" 0
"137" "AAVR_017.27F" "64da520196222d95c6e5144ccad1c783" 100 52 435 0 0 308 742 1 435 0 804 0 "D7" "vrbd" 37 "anaerobic" 0
"138" "AAVR_020.27F" "47ce295fc057edb1ecb4b18cfec9b362" 99.31 37 435 3 0 304 738 1 435 0 787 0 "D8" "vrbd" 37 "anaerobic" 0
"139" "AAVR_021.27F" "4e85420ca036b02352c410d07546f5bc" 100 38 435 0 0 302 736 1 435 0 804 0 "D8" "vrbd" 37 "anaerobic" 0.00196078431372549
"140" "AAVR_022.27F" "9dc31f8ad7cb1b85e043f189f28dff1e" 100 56 435 0 0 295 729 1 435 0 804 0 "D8" "vrbd" 37 "anaerobic" 0
"141" "AAVR_023.27F" "abc8a8f9ca16d09e062a4bc6a8dd3e9a" 97.025 37 437 9 4 296 730 1 435 0 732 0 "D8" "vrbd" 37 "anaerobic" 0
"142" "AAVR_024.27F" "9dc31f8ad7cb1b85e043f189f28dff1e" 100 38 435 0 0 298 732 1 435 0 804 0 "D8" "vrbd" 37 "anaerobic" 0
"144" "AXB_026.27F" "5277b688c198d988b3e360d01e83ffc6" 99.77 41 435 1 0 313 747 1 435 0 798 0 "B3" "columbia" 37 "aerobic" 0
"145" "AXB_027.27F" "ecfe0a6fb8cd10fafa7fc4e5ab4140b5" 95.161 40 434 21 0 326 759 1 434 0 686 0 "B3" "columbia" 37 "aerobic" 0
"146" "AXB_028.27F" "1246fffc244c74ee317844af59a95554" 100 40 436 0 0 311 746 1 436 0 806 0 "B3" "columbia" 37 "aerobic" 0
"147" "AXB_029.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 436 0 0 314 749 1 436 0 806 0 "B5" "columbia" 37 "aerobic" 0
"148" "AXB_031.27F" "1246fffc244c74ee317844af59a95554" 100 44 436 0 0 312 747 1 436 0 806 0 "B5" "columbia" 37 "aerobic" 0
"149" "AXB_032.27F" "f04ede14e4d3c5d56b0532fa456e0857" 100 40 435 0 0 303 737 1 435 0 804 0 "B5" "columbia" 37 "aerobic" 0
"150" "AXB_033.27F" "f04ede14e4d3c5d56b0532fa456e0857" 99.54 39 435 2 0 311 745 1 435 0 793 0 "B5" "columbia" 37 "aerobic" 0
"151" "AXB_034.27F" "79c11b1bca02b911edf3a4f918e4ee33" 99.779 40 453 1 0 296 748 1 453 0 832 0 "A1" "columbia" 37 "aerobic" 0
"152" "AXB_035.27F" "5ca4b3e92b7553622b13d1c171286083" 99.77 39 435 1 0 326 760 1 435 0 798 0 "A1" "columbia" 37 "aerobic" 0.000606428138265616
"153" "AXB_036.27F" "e23dd6362513b5e246587ce282d641ae" 100 39 435 0 0 305 739 1 435 0 804 0 "A1" "columbia" 37 "aerobic" 0
"154" "AXB_037.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 39 435 0 0 320 754 1 435 0 804 0 "A1" "columbia" 37 "aerobic" 0.00485142510612492
"155" "AXB_038.27F" "a6672cee90f3d05c289f8af6e5541a20" 99.77 39 435 1 0 322 756 1 435 0 798 0 "A1" "columbia" 37 "aerobic" 0.00485142510612492
"156" "AXB_039.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 326 760 1 435 0 804 0 "A1" "columbia" 37 "aerobic" 0
"157" "AXB_040.27F" "1246fffc244c74ee317844af59a95554" 100 40 436 0 0 314 749 1 436 0 806 0 "A1" "columbia" 37 "aerobic" 0.048312108348494
"158" "AXB_042.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 314 748 1 435 0 804 0 "A1" "columbia" 37 "aerobic" 0.0339599757428745
"159" "AXB_043.27F" "d6e1d4be75552f0278e1aeaa97e483db" 99.54 40 435 2 0 315 749 1 435 0 793 0 "A2" "columbia" 37 "aerobic" 0
"160" "AXB_044.27F" "d6bd1f73310c77d98166642e526b6c11" 100 38 435 0 0 313 747 1 435 0 804 0 "A3" "columbia" 37 "aerobic" 0
"161" "AXB_045.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 40 435 0 0 299 733 1 435 0 804 0 "A4" "columbia" 37 "aerobic" 0.0507602862254025
