"isolate.id" "sseqid" "pident" "qcovs" "length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "overrule" "sample.id" "medium" "temp" "oxygen" "relab"
"52" "7.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 39 435 0 0 304 738 1 435 0 804 0 "A4" "nutrient" 25 "aerobic" 0.0507602862254025
"53" "8.27F" "6294929bd61a09b932614f93a4745198" 100 40 435 0 0 309 743 1 435 0 804 0 "A4" "nutrient" 25 "aerobic" 0.0201252236135957
"54" "9.27F" "a024e61a9c9af995832ad2f9d7b69be9" 100 39 435 0 0 319 753 1 435 0 804 0 "A4" "nutrient" 25 "aerobic" 0.176654740608229
"56" "AAB_003.27F" "1246fffc244c74ee317844af59a95554" 100 39 436 0 0 295 730 1 436 0 806 0 "A1" "columbia" 37 "anaerobic" 0.048312108348494
"57" "AAB_004.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 39 435 0 0 313 747 1 435 0 804 0 "A1" "columbia" 37 "anaerobic" 0.0339599757428745
"58" "AAB_005.27F" "af491ecaf06a98493263b40b0ab16679" 100 38 435 0 0 308 742 1 435 0 804 0 "A1" "columbia" 37 "anaerobic" 0.0535678188801294
"59" "AAB_006.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 37 435 0 0 319 753 1 435 0 804 0 "A1" "columbia" 37 "anaerobic" 0.00485142510612492
"62" "AAB_011.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 37 435 0 0 312 746 1 435 0 804 0 "B4" "columbia" 37 "anaerobic" 0.0125473484848485
"73" "AAB_024.27F" "a3750812d0075ad564da5386c9d753e9" 100 38 436 0 0 303 738 1 436 0 806 0 "C3" "columbia" 37 "anaerobic" 0.000853242320819113
"74" "AAB_025.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 39 436 0 0 306 741 1 436 0 806 0 "C3" "columbia" 37 "anaerobic" 0.00255972696245734
"75" "AAB_028.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 206 0 0 305 510 1 206 3.75e-107 381 0 "C3" "columbia" 37 "anaerobic" 0.000853242320819113
"83" "AAB_039.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 311 745 1 435 0 804 0 "C6" "columbia" 37 "anaerobic" 0.519691780821918
"84" "AAB_040.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 312 746 1 435 0 804 0 "C6" "columbia" 37 "anaerobic" 0.519691780821918
"86" "AABH_002.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 313 747 1 435 0 804 0 "A1" "bhi" 37 "anaerobic" 0.0339599757428745
"90" "AABH_008.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "B4" "bhi" 37 "anaerobic" 0.0125473484848485
"91" "AABH_011.27F" "a3750812d0075ad564da5386c9d753e9" 100 43 436 0 0 309 744 1 436 0 806 0 "C3" "bhi" 37 "anaerobic" 0.000853242320819113
"92" "AABH_012.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 436 0 0 314 749 1 436 0 806 0 "C3" "bhi" 37 "anaerobic" 0.000853242320819113
"106" "AAPC_012.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 37 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.308475378787879
"107" "AAPC_013.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 35 410 0 0 275 684 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.308475378787879
"108" "AAPC_014.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 37 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.154356060606061
"109" "AAPC_015.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 311 745 1 435 0 804 0 "B4" "pca" 37 "anaerobic" 0.0125473484848485
"110" "AAPC_016.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 36 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "anaerobic" 0.154356060606061
"115" "AAPC_023.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 38 435 0 0 301 735 1 435 0 804 0 "B6" "pca" 37 "anaerobic" 0.00704753336332284
"116" "AAPC_027.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 99.771 41 437 0 1 312 748 1 436 0 800 0 "C3" "pca" 37 "anaerobic" 0.00255972696245734
"119" "AAPC_032.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "C6" "pca" 37 "anaerobic" 0.519691780821918
"122" "AAPC_035.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 315 749 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.0339599757428745
"125" "AAPC_038.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 38 435 0 0 320 754 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.00485142510612492
"126" "AAPC_039.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 41 435 0 0 317 751 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.0339599757428745
"127" "AAPC_040.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 37 435 0 0 315 749 1 435 0 804 0 "A1" "pca" 37 "anaerobic" 0.0339599757428745
"128" "AAVR_005.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 99.77 51 435 1 0 300 734 1 435 0 798 0 "B6" "vrbd" 37 "anaerobic" 0.00704753336332284
"131" "AAVR_010.27F" "804d5184a285f4498e38c2eb43de63d6" 99.542 54 437 1 1 298 734 1 436 0 795 0 "D4" "vrbd" 37 "anaerobic" 0.00351493848857645
"139" "AAVR_021.27F" "4e85420ca036b02352c410d07546f5bc" 100 38 435 0 0 302 736 1 435 0 804 0 "D8" "vrbd" 37 "anaerobic" 0.00196078431372549
"152" "AXB_035.27F" "5ca4b3e92b7553622b13d1c171286083" 99.77 39 435 1 0 326 760 1 435 0 798 0 "A1" "columbia" 37 "aerobic" 0.000606428138265616
"154" "AXB_037.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 39 435 0 0 320 754 1 435 0 804 0 "A1" "columbia" 37 "aerobic" 0.00485142510612492
"155" "AXB_038.27F" "a6672cee90f3d05c289f8af6e5541a20" 99.77 39 435 1 0 322 756 1 435 0 798 0 "A1" "columbia" 37 "aerobic" 0.00485142510612492
"157" "AXB_040.27F" "1246fffc244c74ee317844af59a95554" 100 40 436 0 0 314 749 1 436 0 806 0 "A1" "columbia" 37 "aerobic" 0.048312108348494
"158" "AXB_042.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 314 748 1 435 0 804 0 "A1" "columbia" 37 "aerobic" 0.0339599757428745
"161" "AXB_045.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 40 435 0 0 299 733 1 435 0 804 0 "A4" "columbia" 37 "aerobic" 0.0507602862254025
"166" "AXB_050.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 315 749 1 435 0 804 0 "D1" "columbia" 37 "aerobic" 0.0436060754532092
"168" "AXB_055.27F" "4e85420ca036b02352c410d07546f5bc" 100 38 435 0 0 304 738 1 435 0 804 0 "D8" "columbia" 37 "aerobic" 0.00196078431372549
"169" "AXB_055a.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 315 749 1 435 0 804 0 "A8" "columbia" 37 "aerobic" 0.651438240270728
"170" "AXB_056.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 316 750 1 435 0 804 0 "A2" "columbia" 37 "aerobic" 0.0327206624924258
"173" "AXB_062.27F" "ec4c96450c8cc16054c510a78cb83ec7" 99.089 45 439 0 4 315 753 1 435 0 785 0 "D2" "columbia" 37 "aerobic" 0.471774193548387
"176" "AXB_065.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "D5" "columbia" 37 "aerobic" 0.947368421052632
"177" "AXB_066.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 312 746 1 435 0 804 0 "D6" "columbia" 37 "aerobic" 0.764705882352941
"181" "AXB_071.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 37 435 0 0 315 749 1 435 0 804 0 "A3" "columbia" 37 "aerobic" 0.483221476510067
"182" "AXB_072.27F" "855f6d2dc84214e67150b2581a82aef4" 99.77 47 435 1 0 215 649 1 435 0 798 0 "A4" "columbia" 37 "aerobic" 0.0174418604651163
"183" "AXB_073.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 316 750 1 435 0 804 0 "A5" "columbia" 37 "aerobic" 0.791744840525328
"184" "AXB_074.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "A7" "columbia" 37 "aerobic" 0.323004694835681
"185" "AXB_076.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 41 435 0 0 300 734 1 435 0 804 0 "B6" "columbia" 37 "aerobic" 0.00704753336332284
"187" "AXB_078.27F" "4c00a960ac2926363deac2df501f02b3" 100 39 435 0 0 318 752 1 435 0 804 0 "C5" "columbia" 37 "aerobic" 0.00140449438202247
"189" "AXB_081.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 313 747 1 435 0 804 0 "D1" "columbia" 37 "aerobic" 0.0436060754532092
"190" "AXB_083.27F" "767a544a2bebe50a9132e182ed716ec6" 100 39 436 0 0 322 757 1 436 0 806 0 "D3" "columbia" 37 "aerobic" 0.0176470588235294
"191" "AXB_084.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 38 435 0 0 326 760 1 435 0 804 0 "D3" "columbia" 37 "aerobic" 0.0725490196078431
"192" "AXB_085.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 316 750 1 435 0 804 0 "D5" "columbia" 37 "aerobic" 0.947368421052632
"193" "AXB_086.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 313 747 1 435 0 804 0 "D5" "columbia" 37 "aerobic" 0.947368421052632
"196" "AXB_088a.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A8" "columbia" 37 "aerobic" 0.651438240270728
"197" "AXB_088b.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A8" "columbia" 37 "aerobic" 0.651438240270728
"199" "AXB_088d.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "A5" "columbia" 37 "aerobic" 0.791744840525328
"200" "AXB_088e.27F" "6f8aeb4c81f4192073ab02aca87944af" 100 40 435 0 0 337 771 1 435 0 804 0 "A3" "columbia" 37 "aerobic" 0.00118436636399526
"201" "AXB_089.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A2" "columbia" 37 "aerobic" 0.0327206624924258
"202" "AXB_090.27F" "6f8aeb4c81f4192073ab02aca87944af" 99.77 41 435 1 0 334 768 1 435 0 798 0 "B6" "columbia" 37 "aerobic" 0.0103463787674314
"203" "AXB_091.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 315 749 1 435 0 804 0 "D7" "columbia" 37 "aerobic" 0.389880952380952
"205" "AXB_093.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 314 748 1 435 0 804 0 "D8" "columbia" 37 "aerobic" 0.00196078431372549
"206" "AXB_094.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 313 747 1 435 0 804 0 "D8" "columbia" 37 "aerobic" 0.870588235294118
"207" "AXB_095.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 44 435 0 0 316 750 1 435 0 804 0 "D8" "columbia" 37 "aerobic" 0.870588235294118
"217" "AXB_112.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 37 435 0 0 302 736 1 435 0 804 0 "B6" "columbia" 37 "aerobic" 0.00704753336332284
"221" "AXB_116.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "D6" "columbia" 37 "aerobic" 0.764705882352941
"223" "AXB_118.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 325 759 1 435 0 804 0 "D3" "columbia" 37 "aerobic" 0.0725490196078431
"224" "AXB_119.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 37 435 0 0 324 758 1 435 0 804 0 "D3" "columbia" 37 "aerobic" 0.0725490196078431
"225" "AXB_121.27F" "313813978723450f85bd1aa0f78aab81" 100 38 435 0 0 312 746 1 435 0 804 0 "D4" "columbia" 37 "aerobic" 0.00175746924428822
"226" "AXB_122.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 328 762 1 435 0 804 0 "D3" "columbia" 37 "aerobic" 0.0725490196078431
"227" "AXB_123.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 326 760 1 435 0 804 0 "D3" "columbia" 37 "aerobic" 0.0725490196078431
"228" "AXBH_001.27F" "0da79289138ccfeec98e3a9252f751b2" 99.54 40 435 2 0 313 747 1 435 0 793 0 "C1" "bhi" 37 "aerobic" 0.0096051227321238
"231" "AXBH_006.27F" "a3750812d0075ad564da5386c9d753e9" 100 41 436 0 0 311 746 1 436 0 806 0 "C3" "bhi" 37 "aerobic" 0.000853242320819113
"232" "AXBH_007.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 41 436 0 0 310 745 1 436 0 806 0 "C3" "bhi" 37 "aerobic" 0.00255972696245734
"249" "AXBH_028.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 40 435 0 0 300 734 1 435 0 804 0 "B6" "bhi" 37 "aerobic" 0.00704753336332284
"251" "AXBH_031.27F" "855f6d2dc84214e67150b2581a82aef4" 100 40 435 0 0 319 753 1 435 0 804 0 "A1" "bhi" 37 "aerobic" 0.00121285627653123
"252" "AXBH_032.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 38 435 0 0 315 749 1 435 0 804 0 "A1" "bhi" 37 "aerobic" 0.0339599757428745
"253" "AXBH_033.27F" "126b7a92d0fba2d032841f21bdbf017b" 100 39 435 0 0 324 758 1 435 0 804 0 "A1" "bhi" 37 "aerobic" 0.00141499898928644
"254" "AXBH_034.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 39 435 0 0 315 749 1 435 0 804 0 "A1" "bhi" 37 "aerobic" 0.0339599757428745
"256" "AXBH_036.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 40 435 0 0 319 753 1 435 0 804 0 "A1" "bhi" 37 "aerobic" 0.00485142510612492
"257" "AXBH_037.27F" "855f6d2dc84214e67150b2581a82aef4" 100 39 435 0 0 320 754 1 435 0 804 0 "A1" "bhi" 37 "aerobic" 0.00121285627653123
"258" "AXBH_041.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A5" "bhi" 37 "aerobic" 0.791744840525328
"261" "AXBH_046.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "D5" "bhi" 37 "aerobic" 0.947368421052632
"262" "AXBH_048.27F" "4e85420ca036b02352c410d07546f5bc" 100 38 435 0 0 303 737 1 435 0 804 0 "D8" "bhi" 37 "aerobic" 0.00196078431372549
"263" "AXBH_049.27F" "4e85420ca036b02352c410d07546f5bc" 100 41 435 0 0 302 736 1 435 0 804 0 "D8" "bhi" 37 "aerobic" 0.00196078431372549
"265" "AXBH_050.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 315 749 1 435 0 804 0 "A2" "bhi" 37 "aerobic" 0.0327206624924258
"267" "AXBH_056.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 317 751 1 435 0 804 0 "D5" "bhi" 37 "aerobic" 0.947368421052632
"269" "AXBH_058.27F" "855f6d2dc84214e67150b2581a82aef4" 100 39 435 0 0 319 753 1 435 0 804 0 "A4" "bhi" 37 "aerobic" 0.0174418604651163
"270" "AXBH_061.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A7" "bhi" 37 "aerobic" 0.323004694835681
"271" "AXBH_062.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 38 435 0 0 301 735 1 435 0 804 0 "B6" "bhi" 37 "aerobic" 0.00704753336332284
"272" "AXBH_063.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 313 747 1 435 0 804 0 "D1" "bhi" 37 "aerobic" 0.0436060754532092
"273" "AXBH_065.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 316 750 1 435 0 804 0 "D6" "bhi" 37 "aerobic" 0.764705882352941
"277" "AXBH_075.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 315 749 1 435 0 804 0 "D8" "bhi" 37 "aerobic" 0.870588235294118
"278" "AXBH_076.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 41 435 0 0 315 749 1 435 0 804 0 "D8" "bhi" 37 "aerobic" 0.870588235294118
"284" "AXBH_085.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 313 747 1 435 0 804 0 "A2" "bhi" 37 "aerobic" 0.0327206624924258
"287" "AXBH_089.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "D6" "bhi" 37 "aerobic" 0.764705882352941
"289" "AXBH_091.27F" "313813978723450f85bd1aa0f78aab81" 100 40 435 0 0 312 746 1 435 0 804 0 "D4" "bhi" 37 "aerobic" 0.00175746924428822
"292" "AXBH_094.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 324 758 1 435 0 804 0 "D3" "bhi" 37 "aerobic" 0.0725490196078431
"298" "AXBP_006.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 39 435 0 0 311 745 1 435 0 804 0 "D4" "bairdparker" 37 "aerobic" 0.0123022847100176
"299" "AXBP_007.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 321 755 1 435 0 804 0 "D4" "bairdparker" 37 "aerobic" 0.00527240773286467
"300" "AXBP_008.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 37 435 0 0 313 747 1 435 0 804 0 "D4" "bairdparker" 37 "aerobic" 0.0123022847100176
"301" "AXBP_009.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 312 746 1 435 0 804 0 "D5" "bairdparker" 37 "aerobic" 0.947368421052632
"321" "AXBP_030.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 38 435 0 0 309 743 1 435 0 804 0 "A1" "bairdparker" 37 "aerobic" 0.0339599757428745
"322" "AXBP_032.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 39 435 0 0 314 748 1 435 0 804 0 "A1" "bairdparker" 37 "aerobic" 0.0339599757428745
"327" "AXBP_037.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 40 435 0 0 313 747 1 435 0 804 0 "A4" "bairdparker" 37 "aerobic" 0.00111806797853309
